[00:00] 來來來開始囉 大家晚安
[00:05] 大家晚安 收發音樂
[00:07] 大家晚安大家好 來聯絡點一下
[00:11] 晚安晚安 來趕快進來趕快進來
[00:15] 在直播間就可以這樣大吵大鬧
[152:57] 對
[152:57] 稍等一下嘛
[152:58] 以後我們要登記起來
[152:59] 我覺得就不
[153:00] 我看別家的
[153:01] 別家都會登記
[153:03] A-07好不好
[153:04] 鐵跟葉酸的那個軟糖是A-07
[153:07] 加3還有組合價好不好
[153:09] 來這個要的朋友
[153:11] 然後你可以直接這樣子喝
[153:12] 那如果說你不敢直接單喝
[153:14] 你也可以跟牛奶豆漿
[153:15] 加在一起喝都可以
[153:17] 冷泡熱泡都可以
[153:18] 全家大小都可以喝
[153:20] 因為有些人會像我們的
[153:21] 葡萄酵素果凍12歲以下
[153:22] 就不行嘛
[153:23] 那這個呢
[153:24] 小朋友要喝都可以
[153:25] 小朋友要喝都可以
[153:26] 來這個要的呢
[153:28] 那總共裡面有跟大家講
[153:29] 162包
[153:31] 好不好
[153:32] 162包
[153:33] 那每一包都是三克
[153:35] 好不好
[153:35] 那一天一包
[153:36] 162包
[153:37] 哇可以喝幾天
[153:39] 162包出於30
[153:41] 可以喝五個月
[153:42] 那你如果全家大小一起
[153:44] 一起喝
[153:45] 就會比較快好不好
[153:46] 來這個要的朋友打
[153:48] A-33、A-32
[153:49] 看一下哦
[153:50] 上了第A-3
[153:52] 其實他後面有教你
[153:53] 有很多調味的方式
[153:55] 譬如說你可以
[153:56] 加香蕉啦
[153:57] 加牛奶啦
[153:58] 加豆漿啦
[153:59] 有各種
[154:00] 各種可以
[154:01] 對可以調味的方式
[154:02] 如果你不敢直接喝清汁
[154:04] 你可以加很多調味
[154:06] 有一點像抹茶
[154:08] 對
[154:09] 他喝起來是九州抹茶的味道
[154:11] 九州抹茶的味道
[154:12] 他這款是升級過
[154:13] 所以他不是那種清草茶
[154:15] 你會講
[154:15] 他是抹茶的味道
[154:16] 很好喝很清爽
[154:18] 所以大女小孩都很接受的
[154:19] 對很清爽
[154:21] 對
[154:21] 他不是抹茶味的
[154:23] 蔬菜的味道不是
[154:25] 我要開家囉
[154:26] 剛剛講哦
[154:27] 100
[154:28] 162包
[154:29] 可以
[154:29] 如果你是一個人喝
[154:30] 可以喝五個月
[154:31] 人家大小一起喝
[154:32] 你就自己多賣幾盒
[154:34] 來 今天要的朋友
[154:35] A-32加1
[154:37] 今天給大家
[154:39] 商城價
[154:40] 最有的賣到將近1800塊
[154:42] 1900塊來
[154:43] 今天不用
[154:44] 本來今天開一個價錢
[154:45] 1500塊都不用
[154:47] 來 今天要的朋友
[154:48] 商城價1399
[154:49] 現在價1299
[154:51] 待會兒加
[154:51] 1299
[154:52] 1299
[154:53] 各位朋友
[154:53] 我剛剛講可以喝幾天
[154:55] 162天
[154:57] 一天花你多少錢
[154:59] 8塊錢
[155:00] 8塊錢
[155:00] 你買得到一份青菜嗎
[155:02] 買不到
[155:03] 20好不好
[155:04] 你鹹水精一份菜
[155:05] 都要多少錢了
[155:06] 啊一點點
[155:07] 好不好
[155:08] 滷味一點點
[155:09] 好不好
[155:10] 今天花8塊錢
[155:11] 就可以讓你補充我們的
[155:13] 膳食纖維
[155:13] 補充我們的維生素
[155:15] 補充我們的礦物質
[155:16] 然後才喝起來口感
[155:17] 是像抹茶一樣
[155:18] 我個人其實不喜歡喝抹茶
[155:19] 但我喝這個
[155:20] 我覺得很清爽
[155:21] 很清爽很好喝
[155:22] 可以加豆漿
[155:23] 可以加牛奶
[155:24] 好不好
[155:25] 百分之百日本國產的這個
[155:27] 清汁
[155:28] 如果長期就是
[155:29] 排便不順暢
[155:30] 小朋友我跟講啊
[155:31] 如果你是12歲以上
[155:32] 你就可以直接吃我們家的
[155:34] 不浪費我果凍
[155:35] 當然你們家的小寶貝
[155:37] 如果12歲以下
[155:38] 會有排便的問題
[155:39] 你就可以給他喝這個
[155:40] 加在豆漿
[155:41] 加在牛奶裡面給他喝
[155:43] 可以改善他排便困難的
[155:44] 排便不順暢的問題
[155:46] 來要的趕快加起來
[155:47] 今天現在價
[155:48] 1299再回家
[155:50] 1299再回家
[155:51] 超誇張的價錢
[155:52] 別人真賣到1899去了哦
[155:55] 我今天1299
[155:56] 限省一盒600塊哦
[155:57] 你今天呢
[155:58] 買兩盒等於呢
[156:00] 跟別人買兩
[156:01] 怎麼講
[156:02] 跟別人買一盒等於
[156:03] 可以跟我買兩盒的概念
[156:04] 好不好
[156:05] 來這個要的
[156:06] 你們自己加起來
[156:07] a32加1
[156:10] a32加1
[156:11] 來再來你要出什麼
[156:13] 媽媽們的救星
[156:14] 祖父的救星好不好
[156:17] 祖父的救星
[156:18] 來
[156:20] 今天這隻
[156:21] 我跟你講
[156:22] 他超級厲害
[156:23] 我撈出來給你看
[156:24] 多厲害多厲害
[156:25] 他是高密度的
[156:27] 我剛有研究了一下
[156:28] 我剛研究了一下
[156:30] 來他是不是
[156:31] 你覺得說
[156:32] 他是怎麼普通的那種
[156:34] 刷的那個馬國全不是哦
[156:36] 新朋友你點一下螢幕
[156:38] 下面會有時間走
[156:39] 只有我們家的直播
[156:41] 有這樣子
[156:41] 你點一下螢幕
[156:42] 下面直接從哪裡往前滑
[156:44] 好不好
[156:45] 然後你如果想要知道
[156:46] 哪一個商品是哪一標
[156:47] 哦你可以
[156:48] 在我們社群裡面發問
[156:50] 小方所會告訴你是哪一標
[156:51] 好不好
[156:52] 或者加入社群
[156:53] 你可以看得到
[156:54] 哦我們都會貼標號給你們
[156:56] 好不好來
[156:57] 他這個幹嘛
[156:58] 是我們
[156:59] 他這個是日本這邊有沒有
[157:00] 我跟你講日本家庭主婦的救星
[157:02] 救星好事多
[157:04] 他們清潔用品裡面的
[157:05] tap系列的也是前面
[157:07] 前幾名
[157:08] 然後我跟你講
[157:09] 他用的是什麼
[157:10] 他的特色是什麼來是什麼
[157:11] 他今天這個你有看到這細毛嗎
[157:13] 對都是高密度的
[157:15] 高密度那個
[157:15] 整個都是
[157:16] 整個毛毛都是高密度的
[157:17] 哇
[157:18] 所以他在非常容易
[157:19] 灰塵什麼的毛髮頭髮都可以
[157:22] 香蕉髒物都可以
[157:23] 然後重點是
[157:23] 他因為他很細嘛
[157:25] 他可以很完美的貼很的
[157:27] 那個房間的角落
[157:28] 哇角落都可以
[157:30] 那種你吸塵器吸不到啊
[157:32] 他就會直接做的灰塵啊
[157:34] 毛髮就會直接淋在上面
[157:36] 淋在上面
[157:36] 你會覺得說
[157:37] 蛤那明年生日會麻煩嗎
[157:39] 我跟你講
[157:39] 他今天厲害是他有送你這個盒子
[157:41] 他盒子裡面有一個特殊的設計結構
[157:43] 你只要今天放進去
[157:45] 咬一咬
[157:46] 就把它弄下來
[157:46] 他就把它變一個集成的盒子了
[157:48] 太酷了吧
[157:49] 然後你今天我跟你講
[157:50] 重點是他是可以反覆使用的
[157:52] 你今天等到可能用了十四二十次
[157:54] 上面有下面一年了灰塵嘛
[157:57] 你就你就拿那個吸塵器往這邊吸一下
[158:00] 或是拿濕紙巾往這邊把它拍一下
[158:02] 你就可以這個就可以繼續反覆
[158:03] 太厲害了
[158:04] 他就是這麼厲害
[158:04] 他是一個很高科技的專利
[158:06] 不使用
[158:07] 可以重複使用
[158:07] 可以重複使用
[158:08] 然後這個海綿可以拆下來對不對
[158:10] 海綿可以拆下來
[158:11] 海綿可以拆下來
[158:12] 還可以翻面
[158:13] 還可以翻面
[158:13] 然後這個很方便
[158:14] 比如說我們什麼
[158:15] 電視機下面啦
[158:16] 櫃子下面啦
[158:18] 是不是插不到嘛
[158:20] 我有抹布插不到嘛
[158:22] 這個直接進去
[158:22] 滷味就乾淨了
[158:24] 高彈性的高彈性的那一種
[158:26] 然後我跟你講
[158:26] 這真的是祖父救星
[158:28] 你們知道嗎
[158:28] 日本家人祖父的救星
[158:30] 就知道他多好用
[158:31] 他不是說我們自己在直播上面講而已
[158:33] 對
[158:34] 我們今天真的是
[158:35] 因為他真的是已經是到
[158:36] 大家家人都會買這一款商品了
[158:39] 剛剛A32裡面有一百五十幾包耶
[158:42] 剛剛A32的清汁
[158:43] A32是一百六十二包
[158:44] 一百六十二包好不好
[158:46] 那一百六十二包
[158:47] 他這應該是這一款
[158:48] 應該是這一隻應該是不能拆的
[158:50] 這裡
[158:50] 先你拆嗎
[158:51] 不是 他是拆這個
[158:53] 這一隻不能拆
[158:54] 他是這一盒可以拆
[158:56] 對不對
[158:57] 這一盒可以拆的
[158:57] 是不是上面寫在什麼
[158:58] 沒有 還是這盒
[158:59] 海綿啦 清潔海綿
[159:01] 海綿這個我跟你講
[159:01] 海綿是可以直接拉下來
[159:02] 我剛剛有拿過了
[159:03] 海綿是可以直接
[159:04] 因為它這個是直接
[159:06] 你們說的會疼
[159:07] 可能欺負在上面嘛
[159:08] 就拿吸塵器或是你把這邊
[159:10] 拆一下
[159:11] 你說的會疼就直接
[159:12] 就直接在上面了
[159:13] 沒錯
[159:14] 對
[159:14] 你完全超級無理方便
[159:16] 祖父救星啦
[159:17] 因為你要火鍋有時候還
[159:18] 還插不起來
[159:19] 那些會竟然插不起來
[159:21] 整個毛體都是用高密度的
[159:23] 海綿不用用清水清洗
[159:24] 就是在這邊集塵
[159:26] 直接進來
[159:27] 它就乾淨了
[159:30] 你只要每次多用幾次
[159:31] 不用水洗
[159:32] 灰塵就會集中在整個裡面
[159:33] 對
[159:33] 就在這裡面
[159:34] 所以超級方便
[159:35] 黑客氣
[159:36] 來 把你開架
[159:37] 我跟你講
[159:37] 這你不用煩惱說好不好用啦
[159:40] 人家都已經是
[159:41] 日本家庭祖父大力推薦
[159:44] 所有人自己去查他的網路評價
[159:47] 沒有人有他的副評
[159:48] 大家都是一度高度好評的
[159:51] 來 今天要的我們打A33-1
[159:54] 好不好
[159:55] 來這一隻今天
[159:57] 外面賣到790塊
[159:59] 好不好
[160:00] 今天A33-1
[160:02] 好不好
[160:02] 我們今天是怎麼賣
[160:04] 這個是
[160:06] 我出來問一下他
[160:07] 好 等一下
[160:08] 這個我們價錢等我一下
[160:09] 因為我們不太確定
[160:11] 不太確定今天怎麼開
[160:12] 你們等我一下
[160:14] 那個那個
[160:15] 好 等我一下
[160:16] 你們想要我等一下幫你們問一下
[160:17] 你先開這個沒關係
[160:19] 開這個
[160:20] 好 來
[160:21] 今天要的朋友
[160:22] 外面一隻要賣到790
[160:24] 來 今天
[160:25] 我們不用
[160:26] 今天要的朋友
[160:27] 今天給大家
[160:28] 500塊都不用
[160:30] 來 今天要的朋友
[160:31] 給大家
[160:32] 商城價 499
[160:34] 線上價
[160:35] 469塊
[160:37] 469塊
[160:38] 然後可以重複使用
[160:40] 然後這裡面有個集成盒
[160:42] 可以重複使用
[160:43] 然後髒掉就是這樣子
[160:45] 魯魯威
[160:46] 你的灰塵
[160:46] 就會在這個集成盒裡面了
[160:49] 非常非常方便
[160:50] 如果你今天的角落
[160:52] 我們吸塵器
[160:54] 脫把角落吸不到的
[160:55] 有毛髮
[160:57] 細小的髒汙
[160:58] 通通都可以
[160:59] 就是家裡那種
[161:01] 凹槽的地方
[161:02] 通通都可以
[161:03] 來 今天要的朋友
[161:04] 主婦就興 A33-1
[161:06] 今天只要給大家相價
[161:08] 469
[161:09] 來 把你拿
[161:11] 幹嘛
[161:13] 怎樣啦 突然
[161:14] 你剛才多少
[161:15] 469
[161:16] 人家賣789
[161:17] 我才賣嘉義票
[161:19] 加碼啦
[161:20] 還要加碼
[161:21] 今天有嘉義的
[161:23] 我們買一再送一
[161:25] 再送一
[161:26] 什麼啦 我只開
[161:27] 等一下啦
[161:29] 不是不是
[161:30] 我開469耶
[161:31] 人家賣790
[161:32] 我開469耶
[161:34] 你買一送一
[161:35] 一隻剩下230幾塊
[161:37] 你認真耶
[161:39] 你認真耶
[161:40] 我開出去了耶
[161:44] 我們一直講
[161:44] 買一送一啊
[161:45] 我們要睡馬路邊
[161:46] 是不是
[161:47] 好啦 我們這邊要快快結束啦
[161:50] 自己告訴一下
[161:51] 都講了 來 各位朋友
[161:52] A33-1
[161:54] 今天線上價469
[161:56] 已經非常便宜了
[161:57] 二哥這樣說
[161:58] 買一組 送一組
[162:00] 469
[162:01] 拿兩組
[162:02] 還不買嗎
[162:03] 469
[162:05] 還送了
[162:07] 嘉義就會拿兩隻
[162:09] 對
[162:10] 現在很多新朋友
[162:11] 要先加入我們的BIP社群
[162:13] 才可以買東西
[162:15] 加入BIP社群
[162:16] 然後呢
[162:17] 改拆年FB的名字
[162:18] 我們才找得到你 好不好
[162:20] 加入BIP社群才可以買東西
[162:22] 然後可以領取新朋友的
[162:24] 來 趕快A33-1
[162:27] 買469買一送一
[162:29] 好不好
[162:30] 還是我們等下卡住回來
[162:31] 就不要買一送一了
[162:33] 就講到我沒有這件事情
[162:35] 回來了 回來了
[162:36] 嚇到了 嚇到了
[162:38] 嚇到卡住耶
[162:39] 你們太熱情了
[162:40] 嚇死了
[162:40] FB社群
[162:44] 購買一隻 還賣了
[162:45] 他是故意的嗎
[162:46] 買一隻 送一百隻
[162:48] 下一個 下一個
[162:49] 快快快 快不要
[162:50] 來
[162:51] 我們不要糾結這個
[162:53] 再來好不好
[162:55] 反正二哥買一送一
[162:56] 我們就買一送一
[162:57] 好不好
[162:58] 二哥說了
[162:59] 二哥說了媽媽買單
[163:01] 好不好 媽媽買單
[163:02] 來
[163:02] 這個就是日本非常有名的
[163:05] 這個舉絡果凍
[163:06] 好不好 舉絡果凍
[163:07] 然後裡面有四種口味
[163:09] 裡面有四種口味
[163:10] 看一下那個
[163:11] 來
[163:13] 二哥 這是喜
[163:14] 等一下
[163:15] 膜
[163:16] 喜臉小
[163:17] 看不懂 抹布巾
[163:18] 他說那個是什麼材質
[163:20] 膏蜜杜
[163:20] 膏蜜杜
[163:22] 膏蜜杜纖維
[163:23] 膏蜜杜纖維
[163:24] 所以它吸附毛髮的那個
[163:26] 功效非常的好
[163:27] 好不好
[163:28] 它不是那種毛巾
[163:29] 不是
[163:29] 它是專利設計的
[163:31] 有沒有拿到裡面就知道了
[163:32] 這個呢
[163:33] 大家來日本
[163:34] 都會買這種舉絡果凍
[163:35] 然後這個是
[163:36] 日本好市多限定的
[163:38] 日本好市多限定的
[163:39] 然後它呢
[163:40] 一盒裡面就有四種口味
[163:43] 四種水果口味的舉絡果凍
[163:45] 等我找出來給你們看一下
[163:47] 來 有水蜜桃
[163:49] 然後有蘋果
[163:51] 有芒果
[163:52] 然後有葡萄
[163:53] 好不好 有葡萄
[163:54] 然後是這種很方便的
[163:56] 就是
[163:56] 其實吃掉就可以直接吃的
[164:00] 擠出來就可以直接吃的
[164:01] 然後是果香調
[164:02] 那裡面一樣
[164:04] 它除了舉絡以外
[164:05] 它裡面一樣有齊牙齒
[164:07] 好不好
[164:08] 一樣有齊牙齒
[164:08] 就是有
[164:09] 30
[164:10] 對
[164:11] 不是有齊牙齒
[164:11] 它是舉絡啦
[164:12] 齊牙齒是另外一標
[164:14] 前面今天下午賣
[164:15] 它是舉絡
[164:16] 所以它一樣跟齊牙齒一樣
[164:17] 有豐富的善息纖維
[164:19] 這一標裡面是舉絡
[164:20] 齊牙齒是我們中午有賣的
[164:22] 另外一個
[164:23] 它是齊牙齒
[164:24] 然後呢
[164:25] 我撕開給你們看
[164:26] 這一個是舉絡
[164:27] 它這裡有一個斜角
[164:28] 你直接把它撕開就好了
[164:30] 常溫保存就可以
[164:31] 但你如果放冰箱
[164:33] 冰冰吃
[164:34] 更好吃
[164:35] 好不好
[164:35] 冰冰
[164:36] 二哥 你稍微
[164:37] 他喊一喊
[164:38] 不是他媽媽買單
[164:40] 是不是
[164:41] 你們全部二哥好棒
[164:42] 二哥好棒
[164:44] 媽媽買單喔
[164:46] 媽媽買
[164:47] 欸很好吃欸
[164:48] 這個大人小朋友都會喜歡喔
[164:50] 因為舉絡
[164:51] 除了豐富的善息纖維
[164:52] 一樣以外
[164:53] 它會讓你有飽足感
[164:55] 會讓有飽足感
[164:56] 那這裡面一顆
[164:58] 就有1600克喔
[164:59] 好不好
[165:00] 那總共裡面四種口味
[165:02] 總共有80個
[165:04] 好不好
[165:04] 80個
[165:05] 80個
[165:06] 那一樣是好事多限定的
[165:08] 那你吃三個喔
[165:10] 吃三個舉絡果凍
[165:12] 等於呢
[165:12] 你攝取一份
[165:14] 因為你如果是營養師
[165:15] 跟你講
[165:15] 他會告訴你一定要吃
[165:17] 一個拳頭
[165:18] 最少要吃一個拳頭
[165:19] 左右一份的蔬菜
[165:20] 所以你今天吃三個
[165:22] 就等於你吃了
[165:23] 攝取一份蔬菜
[165:25] 好不好
[165:26] 所以好處多多
[165:27] 好不好
[165:28] 除了呢
[165:28] 水果口味很好吃以外
[165:30] 豐富的善息纖維
[165:31] 所以你如果
[165:32] 蔬菜吃很少的人
[165:34] 也很適合吃這個
[165:35] 沒錯
[165:35] 水果口味的舉絡果凍
[165:37] 我要吃一個
[165:38] 80很好吃
[165:40] 裡面有80個
[165:41] 這樣還是有葡萄口味
[165:42] 水蜜桃口味
[165:43] 芒果口味跟蘋果口味
[165:46] 超級好吃的
[165:47] 阿芳在冰箱冰冰吃更好吃
[165:49] 小朋友也會很喜歡
[165:50] 好不好
[165:51] 來
[165:52] 今天要的朋友
[165:52] 笑起至少到27年的6月
[165:54] 好不好
[165:55] 27年6月
[165:56] 奇牙籽我剛剛有跟你們講
[165:57] 秋淡愛有耐心
[165:58] 那個叫今天泡
[165:59] 明天早上才可以喝
[166:01] 所以明天早上才會賣
[166:02] 有沒有
[166:04] 明天早上
[166:05] 沒有啦
[166:05] 它其實它的泡法
[166:07] 是今天晚上泡好
[166:08] 明天當早餐
[166:10] 但我不肯明天早上才賣你們
[166:12] 我剛有拿去泡了
[166:13] 廠商說至少要兩個小時
[166:15] 才可以看得到
[166:16] 它成型的樣子
[166:19] 所以你們稍等一下
[166:20] 它等一下好了
[166:21] 我就會拿出來了
[166:22] 好不好
[166:23] 我就會拿出來
[166:23] 所以你們稍等一下
[166:24] 來
[166:25] 這個要的是A34加1
[166:26] A34
[166:27] 裡面有80個舉絡果凍
[166:29] 好不好
[166:30] 80個舉絡果凍
[166:31] 來
[166:31] 今天要的朋友
[166:33] 今天要的朋友
[166:34] 喜歡吃舉絡果凍的
[166:35] 小朋友也喜歡的
[166:36] 來
[166:37] 今天
[166:37] 這個很重
[166:38] 很重
[166:39] 來
[166:39] 今天給大家
[166:40] 一點多公斤
[166:41] 一千塊不用
[166:42] 好不好
[166:43] 來
[166:43] 今天要的朋友
[166:44] 商城價
[166:46] 八百九
[166:47] 線上價
[166:48] 790塊
[166:49] 790
[166:50] 790裡面有80個果凍
